action,guest,id,subject,system,time
swiped in,False,112073212200,Odis WOLOWSKI,swipe system,2019-03-18 07:38:21.631502
swiped in,False,112094314280,Tamika SLOTT,swipe system,2019-03-18 07:38:17.594854
swiped in,False,112097852328,Nelle DALBERG,swipe system,2019-03-18 07:39:16.525813
swiped in,False,112069195424,Camille LIVI,swipe system,2019-03-18 07:41:59.196437
swiped in,False,112096529600,Tyron LETA,swipe system,2019-03-18 07:50:57.789595
swiped in,False,112096139584,Lulla KIETZMAN,swipe system,2019-03-18 07:51:03.086293
swiped in,False,112096526464,Savanna SHURTER,swipe system,2019-03-18 07:59:50.623584
swiped in,False,112094100000,Andres RASNER,swipe system,2019-03-18 07:59:46.526941
swiped in,False,112096061256,Jere KASICA,swipe system,2019-03-18 08:01:57.007702
swiped in,False,112094168288,Beadie PENALBER,swipe system,2019-03-18 08:01:48.649291
swiped in,False,112069142064,Hazel DEFORE,swipe system,2019-03-18 08:02:13.906695
swiped in,True,112070769856,Donnell NOLL,swipe system,2019-03-18 08:03:12.309904
swiped in,False,112096592112,Katerina BURDESHAW,swipe system,2019-03-18 08:05:10.866605
swiped in,True,112070820192,Emmalee GERBUS,swipe system,2019-03-18 08:06:43.315796
swiped in,False,112097852832,Beverley NILSEN,swipe system,2019-03-18 08:09:06.656220
swiped in,False,112094313384,Chaney PAVON,swipe system,2019-03-18 08:09:57.089653
swiped in,False,112094242856,Miracle YAKSICH,swipe system,2019-03-18 08:12:50.910530
swiped in,False,112096062768,Greta GOLDSTON,swipe system,2019-03-18 08:15:25.486371
swiped in,False,112096529152,Ryker POLACK,swipe system,2019-03-18 08:16:44.618635
swiped in,False,112097472296,Yareli BRAUNING,swipe system,2019-03-18 08:22:10.092227
swiped in,False,112094167280,Margarete DUSHANE,swipe system,2019-03-18 08:22:41.273468
swiped in,True,112070884992,Eugenio YOKELEY,swipe system,2019-03-18 08:23:50.031872
swiped in,False,112084325432,Rose IRELAN,swipe system,2019-03-18 08:23:54.464555
swiped in,False,112094578784,Ama ROUBIQUE,swipe system,2019-03-18 08:24:48.521595
swiped in,False,112097604216,Leaner MEAR,swipe system,2019-03-18 08:26:28.849312
swiped in,False,112094099272,Arietta LESHANE,swipe system,2019-03-18 08:27:44.520389
swiped in,False,112097919104,Joleen GIASSON,swipe system,2019-03-18 08:29:10.151104
swiped in,False,112083405400,Kelton KRECKMAN,swipe system,2019-03-18 08:29:24.496110
swiped in,False,112094098936,Corbett KRZYCKI,swipe system,2019-03-18 08:35:58.329208
swiped in,False,112094243472,Valentino CUZZONE,swipe system,2019-03-18 08:38:11.740106
swiped in,False,112069078768,Sherman MCCELLAND,swipe system,2019-03-18 08:38:05.584608
swiped in,False,112096464120,Hakeem FALIN,swipe system,2019-03-18 08:42:11.780174
swiped in,False,112097921232,Kia TRAPPIER,swipe system,2019-03-18 08:44:25.960965
swiped in,False,112094856304,Willene ARNELL,swipe system,2019-03-18 08:45:58.903645
swiped in,True,112088308592,Durell OVERSTREET,swipe system,2019-03-18 08:47:24.876931
swiped in,False,112097852048,Lish CANTATORE,swipe system,2019-03-18 08:48:33.594223
swiped in,False,112096138464,Maxwell TIBBETTS,swipe system,2019-03-18 08:48:15.329013
swiped in,False,112094097480,Edie BESHIRS,swipe system,2019-03-18 08:48:52.872011
swiped in,False,112084326832,Dereck YOCHIM,swipe system,2019-03-18 08:51:08.598705
swiped in,False,112094098040,Lia PANN,swipe system,2019-03-18 08:50:26.576750
swiped in,False,112096194744,Lydell TAKAHARA,swipe system,2019-03-18 08:51:19.974703
swiped in,False,112096063048,Maye LATA,swipe system,2019-03-18 08:51:45.518588
swiped in,False,112094579344,Julian BROOMS,swipe system,2019-03-18 08:53:48.765442
swiped in,True,112070937400,Helaine GENUARDI,swipe system,2019-03-18 08:56:43.169676
swiped in,False,112094311760,Lavina DEMOYA,swipe system,2019-03-18 08:56:38.718096
swiped in,False,112069197664,Burr LEHECKA,swipe system,2019-03-18 08:57:41.571730
swiped in,False,112096062096,Katelynn MIKOLICH,swipe system,2019-03-18 08:59:03.444480
swiped in,False,112084324704,Algie PIEKUT,swipe system,2019-03-18 08:59:48.660291
swiped in,False,112096528480,Irven DARNES,swipe system,2019-03-18 09:00:11.500162
swiped in,False,112077046000,Brain WARAICH,swipe system,2019-03-18 09:01:20.667119
swiped in,False,112094244144,Conner HEISSE,swipe system,2019-03-18 09:01:29.047992
swiped in,False,112076983152,Thaddeus STABLES,swipe system,2019-03-18 09:02:08.851753
swiped in,False,112071119424,Ardelle WONDERS,swipe system,2019-03-18 09:02:50.927896
swiped in,False,112094579120,Idabelle HOCHHEISER,swipe system,2019-03-18 09:03:35.893492
swiped in,False,112096528592,Zillah AMADOR,swipe system,2019-03-18 09:05:16.500821
swiped in,False,112094858600,Leonor KLOMP,swipe system,2019-03-18 09:07:51.387929
swiped in,False,112096528704,Eura GREBEL,swipe system,2019-03-18 09:10:33.540456
swiped in,True,112097287864,Daxton VOIROL,swipe system,2019-03-18 09:11:44.309762
swiped in,False,112094857312,Crawford TRUCKE,swipe system,2019-03-18 09:12:19.368229
swiped in,False,112094243248,Felecia BERNSHAUSEN,swipe system,2019-03-18 09:15:27.126046
swiped in,False,112094101008,Brycen SHESTAK,swipe system,2019-03-18 09:15:36.563230
swiped in,False,112069076528,Judy MAUN,swipe system,2019-03-18 09:17:10.534824
swiped in,False,112094242744,Randal PETLEY,swipe system,2019-03-18 09:18:18.303911
swiped in,False,112094579792,Cheri ALEKNA,swipe system,2019-03-18 09:18:23.457720
swiped in,False,112097535984,Terell SUROWIEC,swipe system,2019-03-18 09:18:54.791154
swiped in,False,112096528144,Grecia STIFEL,swipe system,2019-03-18 09:18:47.276055
swiped in,False,112069196992,Cherelle HENZIE,swipe system,2019-03-18 09:19:30.113945
swiped in,True,112096977248,Salome BACIU,swipe system,2019-03-18 09:21:32.258054
swiped in,False,112094783696,Tyson SHARA,swipe system,2019-03-18 09:22:24.053578
swiped in,False,112076982928,Onie GHADIMI,swipe system,2019-03-18 09:24:45.564431
swiped in,False,112096061424,Marlee HORNEDO,swipe system,2019-03-18 09:24:44.594176
swiped in,False,112094243360,Star CHASON,swipe system,2019-03-18 09:26:02.708138
swiped in,False,112094514144,Solomon JOHANNESEN,swipe system,2019-03-18 09:29:56.967871
swiped in,False,112094241736,Chalmers LUKAS,swipe system,2019-03-18 09:30:57.226470
swiped in,False,112094240840,Franklyn GONZALEZPEREZ,swipe system,2019-03-18 09:32:49.329428
swiped in,False,112076983376,Halley LONGARDNER,swipe system,2019-03-18 09:33:32.146221
swiped in,False,112094170024,Phoenix SORVARI,swipe system,2019-03-18 09:35:37.972916
swiped in,False,112084326720,Vergie ROTHMANN,swipe system,2019-03-18 09:38:58.783080
swiped in,False,112094785376,Crissy CHEPLICK,swipe system,2019-03-18 09:40:10.482916
swiped in,False,112094313776,Devin DIXIT,swipe system,2019-03-18 09:40:12.551756
swiped in,False,112069078992,John RIBLET,swipe system,2019-03-18 09:41:00.390988
swiped in,False,112094578560,Gilman GARVIE,swipe system,2019-03-18 09:40:33.500547
swiped in,False,112098246496,Rigoberto RAEBER,swipe system,2019-03-18 09:42:51.684267
swiped in,False,112069194192,Luciana CANTELLO,swipe system,2019-03-18 09:44:14.376493
swiped in,False,112096140032,Triston KUPIEC,swipe system,2019-03-18 09:45:28.584977
swiped in,False,112083466952,Beadie SOMICH,swipe system,2019-03-18 09:48:13.410081
swiped in,False,112094170472,Osborn STEINBACHER,swipe system,2019-03-18 09:48:51.170806
swiped in,False,112094244032,Hailey COZZOLINO,swipe system,2019-03-18 09:49:05.217285
swiped in,False,112094169856,Ethelyn OLIVERE,swipe system,2019-03-18 09:49:54.433391
swiped in,False,112083406072,Sharron SCHROM,swipe system,2019-03-18 09:50:39.156349
swiped in,False,112096062656,Ebert BOISSY,swipe system,2019-03-18 09:50:08.343538
swiped in,False,112094168288,Beadie PENALBER,swipe system,2019-03-18 09:50:38.299276
swiped in,False,112094783360,Bernard HOANG,swipe system,2019-03-18 09:50:42.117186
swiped in,False,112094311424,Sanjuana SOGHOMONIAN,swipe system,2019-03-18 09:52:49.945473
swiped in,False,112094098600,Bryce SARDO,swipe system,2019-03-18 09:52:20.527895
swiped in,False,112094313160,Erasmo BOSMANS,swipe system,2019-03-18 09:52:50.281105
swiped in,False,112094243808,Americo DEARMAN,swipe system,2019-03-18 09:53:39.785073
swiped in,False,112069141392,Benjiman FLEITES,swipe system,2019-03-18 09:54:55.914868
swiped in,False,112076984048,Cleveland MARTINAK,swipe system,2019-03-18 09:55:35.814365
swiped in,False,112094782968,Kaia ENICK,swipe system,2019-03-18 09:56:35.451969
swiped in,False,112097852832,Beverley NILSEN,swipe system,2019-03-18 09:58:27.703204
swiped in,False,112071122784,Falon DUELLO,swipe system,2019-03-18 10:10:04.629805
swiped in,False,112083467064,Shalonda SZELES,swipe system,2019-03-18 10:11:53.815427
swiped in,False,112083406744,Lavelle FEATHERS,swipe system,2019-03-18 10:11:51.597485
swiped in,False,112084327560,Kennth DORFLER,swipe system,2019-03-18 10:13:12.183107
swiped in,False,112083464376,Parrish JANOWICZ,swipe system,2019-03-18 10:13:14.684552
swiped in,False,112069076752,Dandre CHILDERS,swipe system,2019-03-18 10:14:18.848179
swiped in,False,112097852048,Lish CANTATORE,swipe system,2019-03-18 10:13:43.167511
swiped in,False,4462834016,Nealie VILLALUNA,swipe system,2019-03-18 10:14:41.958384
swiped in,False,112094242744,Randal PETLEY,swipe system,2019-03-18 10:15:36.070408
swiped in,False,112083466840,Theodosia SZOPINSKI,swipe system,2019-03-18 10:17:28.062817
swiped in,False,112096139360,Ciji WARTHAN,swipe system,2019-03-18 10:20:32.281844
swiped in,False,112097472296,Yareli BRAUNING,swipe system,2019-03-18 10:20:45.520796
swiped in,False,112094384312,Janice STEENSEN,swipe system,2019-03-18 10:23:15.698899
swiped in,False,112071119424,Ardelle WONDERS,swipe system,2019-03-18 10:23:24.808148
swiped in,False,112096528704,Eura GREBEL,swipe system,2019-03-18 10:28:05.280848
swiped in,False,112084326832,Dereck YOCHIM,swipe system,2019-03-18 10:32:41.725359
swiped in,False,112096194744,Lydell TAKAHARA,swipe system,2019-03-18 10:42:45.609518
swiped in,False,112097535984,Terell SUROWIEC,swipe system,2019-03-18 10:45:50.938216
swiped in,False,112094312152,Zina AZEREDO,swipe system,2019-03-18 10:47:25.848430
swiped in,False,112094514312,Chasity SHUTAK,swipe system,2019-03-18 10:48:51.831810
swiped in,True,112098243360,Odus JOHNSSON,swipe system,2019-03-18 10:50:47.364699
swiped in,False,112084325432,Rose IRELAN,swipe system,2019-03-18 10:51:41.204931
swiped in,False,112096139584,Lulla KIETZMAN,swipe system,2019-03-18 10:56:31.326265
swiped in,False,112096593064,Keon ESTRADO,swipe system,2019-03-18 10:58:04.764977
swiped in,False,112083406072,Sharron SCHROM,swipe system,2019-03-18 11:02:29.822897
swiped in,True,112089568928,Roderick PAPEZ,swipe system,2019-03-18 11:03:37.035803
swiped in,True,112097155840,Alberto SCHAPP,swipe system,2019-03-18 11:06:32.976055
swiped in,True,112096914400,Tomas GARBADE,swipe system,2019-03-18 11:08:55.462248
swiped in,False,112096594296,Elta CABANAYAN,swipe system,2019-03-18 11:11:08.539776
swiped in,False,112096592560,Samara TAMANG,swipe system,2019-03-18 11:11:59.178575
swiped in,True,112079508872,Brandon EVELAND,swipe system,2019-03-18 11:12:58.708475
swiped in,False,112094243360,Star CHASON,swipe system,2019-03-18 11:16:24.521306
swiped in,False,112067599440,Alys MCMURTREY,swipe system,2019-03-18 11:28:45.438987
swiped in,True,112095113512,Laurel STURK,swipe system,2019-03-18 11:30:38.294270
swiped in,False,112094311424,Sanjuana SOGHOMONIAN,swipe system,2019-03-18 11:43:44.382213
swiped in,False,112096061256,Jere KASICA,swipe system,2019-03-18 11:51:36.636844
swiped in,False,112094098600,Bryce SARDO,swipe system,2019-03-18 11:53:58.283627
swiped in,False,112094098936,Corbett KRZYCKI,swipe system,2019-03-18 11:54:23.399566
swiped in,False,112098246496,Rigoberto RAEBER,swipe system,2019-03-18 11:57:42.347115
swiped in,True,112097989968,Tye SEGO,swipe system,2019-03-18 11:58:11.968378
swiped in,False,112094858600,Leonor KLOMP,swipe system,2019-03-18 12:05:26.478593
swiped in,False,112094167280,Margarete DUSHANE,swipe system,2019-03-18 12:06:02.719004
swiped in,True,112068169232,Griffith RUHLING,swipe system,2019-03-18 12:07:31.042880
swiped in,False,112094579792,Cheri ALEKNA,swipe system,2019-03-18 12:13:13.280482
swiped in,False,112094097480,Edie BESHIRS,swipe system,2019-03-18 12:14:38.738244
swiped in,False,112069141392,Benjiman FLEITES,swipe system,2019-03-18 12:16:30.602050
swiped in,False,112096194744,Lydell TAKAHARA,swipe system,2019-03-18 12:19:47.502032
swiped in,True,112067790944,Gwyneth HOLSING,swipe system,2019-03-18 12:19:50.557032
swiped in,False,112097853112,Owen KOMADINA,swipe system,2019-03-18 12:20:45.847929
swiped in,False,112094783360,Bernard HOANG,swipe system,2019-03-18 12:20:56.488050
swiped in,False,112084326832,Dereck YOCHIM,swipe system,2019-03-18 12:21:12.816712
swiped in,False,112097852328,Nelle DALBERG,swipe system,2019-03-18 12:20:51.329306
swiped in,False,112071119424,Ardelle WONDERS,swipe system,2019-03-18 12:22:07.990240
swiped in,True,112068233816,Sienna WESCO,swipe system,2019-03-18 12:26:25.827574
swiped in,False,112096061424,Marlee HORNEDO,swipe system,2019-03-18 12:34:13.309017
swiped in,False,112094100000,Andres RASNER,swipe system,2019-03-18 12:43:32.501210
swiped in,True,112076488944,Corene SAMSKY,swipe system,2019-03-18 12:44:39.607357
swiped in,False,112094101008,Brycen SHESTAK,swipe system,2019-03-18 12:46:51.266666
swiped in,False,112069076528,Judy MAUN,swipe system,2019-03-18 12:47:53.739053
swiped in,False,112096528704,Eura GREBEL,swipe system,2019-03-18 12:49:37.339027
swiped in,False,112094169856,Ethelyn OLIVERE,swipe system,2019-03-18 12:54:03.667753
swiped in,False,112094244144,Conner HEISSE,swipe system,2019-03-18 12:55:38.944006
swiped in,False,112083466840,Theodosia SZOPINSKI,swipe system,2019-03-18 12:57:29.477128
swiped in,False,112096592112,Katerina BURDESHAW,swipe system,2019-03-18 12:58:16.358086
swiped in,False,112097921344,Kole ERHART,swipe system,2019-03-18 13:01:08.724714
swiped in,False,112097535984,Terell SUROWIEC,swipe system,2019-03-18 13:04:59.757533
swiped in,False,112094243360,Star CHASON,swipe system,2019-03-18 13:07:54.808032
swiped in,False,112097472296,Yareli BRAUNING,swipe system,2019-03-18 13:08:46.412480
swiped in,False,112094168288,Beadie PENALBER,swipe system,2019-03-18 13:08:40.928791
swiped in,False,112094242744,Randal PETLEY,swipe system,2019-03-18 13:10:16.543413
swiped in,True,112077988528,Banks MCQUAID,swipe system,2019-03-18 13:10:25.058784
swiped in,False,112094243808,Americo DEARMAN,swipe system,2019-03-18 13:11:25.515160
swiped in,False,112097534248,Ura VILCHECK,swipe system,2019-03-18 13:11:28.143480
swiped in,False,112096138464,Maxwell TIBBETTS,swipe system,2019-03-18 13:13:28.382399
swiped in,False,112094243248,Felecia BERNSHAUSEN,swipe system,2019-03-18 13:14:35.223104
swiped in,False,112094578560,Gilman GARVIE,swipe system,2019-03-18 13:15:29.149817
swiped in,False,112097921232,Kia TRAPPIER,swipe system,2019-03-18 13:15:29.182585
swiped in,True,112084109968,Braydon FEUERSTEIN,swipe system,2019-03-18 13:17:55.993069
swiped in,False,112094099272,Arietta LESHANE,swipe system,2019-03-18 13:18:41.141672
swiped in,False,112084325432,Rose IRELAN,swipe system,2019-03-18 13:19:14.107479
swiped in,False,112094170024,Phoenix SORVARI,swipe system,2019-03-18 13:19:31.182795
swiped in,True,112077515632,Case CEDERGREN,swipe system,2019-03-18 13:19:12.881409
swiped in,False,112097852832,Beverley NILSEN,swipe system,2019-03-18 13:19:50.077031
swiped in,False,112096139584,Lulla KIETZMAN,swipe system,2019-03-18 13:23:06.630010
swiped in,False,112096062432,Tomeka MCQUAIG,swipe system,2019-03-18 13:23:46.416315
swiped in,False,4462834016,Nealie VILLALUNA,swipe system,2019-03-18 13:25:32.231721
swiped in,True,112094511848,Herlinda EGGEBEEN,swipe system,2019-03-18 13:26:42.009364
swiped in,False,112096062656,Ebert BOISSY,swipe system,2019-03-18 13:27:36.804122
swiped in,False,112096592560,Samara TAMANG,swipe system,2019-03-18 13:31:11.479527
swiped in,False,112083406072,Sharron SCHROM,swipe system,2019-03-18 13:31:40.221352
swiped in,False,112097852048,Lish CANTATORE,swipe system,2019-03-18 13:32:16.795520
swiped in,False,112084327560,Kennth DORFLER,swipe system,2019-03-18 13:36:06.490673
swiped in,True,112068865160,Farrah CROCKRELL,swipe system,2019-03-18 13:36:49.266939
swiped in,False,112096063048,Maye LATA,swipe system,2019-03-18 13:40:37.891441
swiped in,False,112094240840,Franklyn GONZALEZPEREZ,swipe system,2019-03-18 13:46:31.590720
swiped in,False,112097919104,Joleen GIASSON,swipe system,2019-03-18 13:47:45.854604
swiped in,False,112094101008,Brycen SHESTAK,swipe system,2019-03-18 13:52:52.323137
swiped in,False,112096062768,Greta GOLDSTON,swipe system,2019-03-18 13:55:09.873391
swiped in,False,112076983376,Halley LONGARDNER,swipe system,2019-03-18 14:04:03.577940
swiped in,False,112096528144,Grecia STIFEL,swipe system,2019-03-18 14:13:10.557672
swiped in,False,112097534248,Ura VILCHECK,swipe system,2019-03-18 14:15:49.480301
swiped in,False,112096464120,Hakeem FALIN,swipe system,2019-03-18 14:15:58.096958
swiped in,True,112077281936,Latricia PAPP,swipe system,2019-03-18 14:24:24.859491
swiped in,True,112087269448,Penni SCHMIRLER,swipe system,2019-03-18 14:24:50.292579
swiped in,False,112094311424,Sanjuana SOGHOMONIAN,swipe system,2019-03-18 14:25:46.680150
swiped in,False,112096593064,Keon ESTRADO,swipe system,2019-03-18 14:28:35.070607
swiped in,True,112069448648,Garett KOEHNLEIN,swipe system,2019-03-18 14:43:46.577772
swiped in,False,112097603656,Worley DAMBERG,swipe system,2019-03-18 14:44:29.110170
swiped in,False,112097921232,Kia TRAPPIER,swipe system,2019-03-18 14:47:00.212017
swiped in,False,112083467064,Shalonda SZELES,swipe system,2019-03-18 15:21:33.160771
swiped in,False,112084326720,Vergie ROTHMANN,swipe system,2019-03-18 15:24:58.691852
swiped in,True,112095643240,Lanette SVEUM,swipe system,2019-03-18 15:25:13.868160
swiped in,False,112096194744,Lydell TAKAHARA,swipe system,2019-03-18 15:26:41.240408
swiped in,False,112094578560,Gilman GARVIE,swipe system,2019-03-18 15:26:35.293242
swiped in,False,112097852328,Nelle DALBERG,swipe system,2019-03-18 15:35:33.769196
swiped in,False,112094857312,Crawford TRUCKE,swipe system,2019-03-18 15:36:13.261225
swiped in,False,4462713600,Manford BROUILLARD,swipe system,2019-03-18 15:45:29.913135
swiped in,False,112083466952,Beadie SOMICH,swipe system,2019-03-18 15:58:12.755193
swiped in,True,112095573944,Sigrid KINIRY,swipe system,2019-03-18 16:00:23.430168
swiped in,False,112083464376,Parrish JANOWICZ,swipe system,2019-03-18 16:00:39.249884
swiped in,False,112094100000,Andres RASNER,swipe system,2019-03-18 16:02:54.408892
swiped in,True,112083941472,Jacquelyn JOCKERS,swipe system,2019-03-18 16:03:58.187810
swiped in,False,112083406744,Lavelle FEATHERS,swipe system,2019-03-18 16:08:46.359182
swiped in,True,112094450128,Delmus SCIULLO,swipe system,2019-03-18 16:10:40.519739
swiped in,True,4448587960,Oda FATTORUSSO,swipe system,2019-03-18 16:13:05.981338
swiped in,True,112096326096,Keyshawn ROGNESS,swipe system,2019-03-18 16:37:15.708927
swiped in,False,112097921344,Kole ERHART,swipe system,2019-03-18 16:42:39.569886
swiped in,False,112094168288,Beadie PENALBER,swipe system,2019-03-18 16:43:00.929295
swiped in,False,112094098936,Corbett KRZYCKI,swipe system,2019-03-18 16:44:58.128897
swiped in,False,112094244032,Hailey COZZOLINO,swipe system,2019-03-18 16:45:41.316355
swiped in,False,112069141392,Benjiman FLEITES,swipe system,2019-03-18 16:46:24.781002
swiped in,False,112094170472,Osborn STEINBACHER,swipe system,2019-03-18 16:46:58.922300
swiped in,False,112094098600,Bryce SARDO,swipe system,2019-03-18 17:12:59.404978
swiped in,False,112094167280,Margarete DUSHANE,swipe system,2019-03-18 17:13:10.976032
swiped in,True,112094029752,Myah PEKSA,swipe system,2019-03-18 17:24:31.790279
swiped in,False,112094169856,Ethelyn OLIVERE,swipe system,2019-03-18 17:28:26.487177
swiped in,True,112094030648,Ignatius FORBING,swipe system,2019-03-18 17:52:25.626848
swiped in,False,112083466952,Beadie SOMICH,swipe system,2019-03-18 17:56:39.201557
swiped in,True,112069868008,Robin BUCIOR,swipe system,2019-03-18 18:38:51.397904
swiped in,True,112070162136,Floy DIXIE,swipe system,2019-03-18 18:41:03.014063
swiped in,True,112069984776,Jonas KOKOSINSKI,swipe system,2019-03-18 19:30:03.238416
swiped in,True,112069513288,Venie MOTTELER,swipe system,2019-03-18 19:55:09.934221
swiped in,True,112069563336,Luanne POPPENGA,swipe system,2019-03-18 19:55:00.462034
swiped in,False,112073010872,Chase VERDICK,swipe system,2019-03-19 05:00:58.261254
swiped in,False,112073212200,Odis WOLOWSKI,swipe system,2019-03-19 07:11:54.277423
swiped in,False,112094313776,Devin DIXIT,swipe system,2019-03-19 07:13:59.429496
swiped in,True,112070471296,Mario CLASING,swipe system,2019-03-19 07:14:09.710023
swiped in,False,112097603656,Worley DAMBERG,swipe system,2019-03-19 07:22:50.728414
swiped in,False,112094243360,Star CHASON,swipe system,2019-03-19 07:26:54.689507
swiped in,False,112096528480,Irven DARNES,swipe system,2019-03-19 07:31:06.429571
swiped in,False,112094314168,Kirsten DILIBERTO,swipe system,2019-03-19 07:36:59.055178
swiped in,False,112097853112,Owen KOMADINA,swipe system,2019-03-19 07:38:27.385552
swiped in,False,112094313384,Chaney PAVON,swipe system,2019-03-19 07:39:12.027362
swiped in,False,112097852720,Janna WAMBLES,swipe system,2019-03-19 07:50:13.036248
swiped in,True,112070768512,Alyvia RAFIQ,swipe system,2019-03-19 07:53:05.873200
swiped in,False,112073010312,Mell JURASIN,swipe system,2019-03-19 07:57:12.397077
swiped in,True,112070935888,Derrick PILTZ,swipe system,2019-03-19 08:00:35.613057
swiped in,False,112069195424,Camille LIVI,swipe system,2019-03-19 08:05:13.921217
swiped in,True,112073215056,Adonis COGAN,swipe system,2019-03-19 08:11:44.434552
swiped in,True,112070356608,Vassie GALARSA,swipe system,2019-03-19 08:12:58.595461
swiped in,False,112076984048,Cleveland MARTINAK,swipe system,2019-03-19 08:19:34.256232
swiped in,True,112070820864,Dellar BYNAKER,swipe system,2019-03-19 08:20:56.179267
swiped in,False,112097852832,Beverley NILSEN,swipe system,2019-03-19 08:21:32.904300
swiped in,False,112069076528,Judy MAUN,swipe system,2019-03-19 08:23:12.833919
swiped in,False,112094314280,Tamika SLOTT,swipe system,2019-03-19 08:24:29.541439
swiped in,False,112097604216,Leaner MEAR,swipe system,2019-03-19 08:24:48.051242
swiped in,False,112097472296,Yareli BRAUNING,swipe system,2019-03-19 08:27:36.216120
swiped in,False,112094243472,Valentino CUZZONE,swipe system,2019-03-19 08:33:05.806413
swiped in,False,112096529152,Ryker POLACK,swipe system,2019-03-19 08:37:24.216855
swiped in,False,112094100000,Andres RASNER,swipe system,2019-03-19 08:38:01.944363
swiped in,False,112096464120,Hakeem FALIN,swipe system,2019-03-19 08:40:13.115581
swiped in,True,112070881632,Beckie ROHACH,swipe system,2019-03-19 08:42:31.474018
swiped in,False,112094858600,Leonor KLOMP,swipe system,2019-03-19 08:42:10.672804
swiped in,False,112094783696,Tyson SHARA,swipe system,2019-03-19 08:43:11.488102
swiped in,True,112070884320,Rayan SHATTUCK,swipe system,2019-03-19 08:46:00.893531
swiped in,False,112096592112,Katerina BURDESHAW,swipe system,2019-03-19 08:46:37.406780
swiped in,False,112096140032,Triston KUPIEC,swipe system,2019-03-19 08:47:41.909126
swiped in,False,112097919104,Joleen GIASSON,swipe system,2019-03-19 08:47:29.374050
swiped in,False,112083464376,Parrish JANOWICZ,swipe system,2019-03-19 08:47:08.474216
swiped in,False,112096061256,Jere KASICA,swipe system,2019-03-19 08:49:24.584845
swiped in,False,112096139360,Ciji WARTHAN,swipe system,2019-03-19 08:49:39.548152
swiped in,False,112094242744,Randal PETLEY,swipe system,2019-03-19 08:51:04.508861
swiped in,False,112094098936,Corbett KRZYCKI,swipe system,2019-03-19 08:51:46.835850
swiped in,False,112069078992,John RIBLET,swipe system,2019-03-19 08:51:29.751856
swiped in,False,112094514144,Solomon JOHANNESEN,swipe system,2019-03-19 08:52:57.761003
swiped in,False,112096529600,Tyron LETA,swipe system,2019-03-19 08:53:37.977592
swiped in,False,112097921232,Kia TRAPPIER,swipe system,2019-03-19 08:57:45.772618
swiped in,False,112096061424,Marlee HORNEDO,swipe system,2019-03-19 08:58:53.180724
swiped in,False,112069141392,Benjiman FLEITES,swipe system,2019-03-19 08:59:36.213606
swiped in,False,112094782968,Kaia ENICK,swipe system,2019-03-19 09:00:01.576154
swiped in,False,112094311424,Sanjuana SOGHOMONIAN,swipe system,2019-03-19 09:01:29.287085
swiped in,False,112076983152,Thaddeus STABLES,swipe system,2019-03-19 09:01:16.128436
swiped in,False,112076983376,Halley LONGARDNER,swipe system,2019-03-19 09:05:10.781853
swiped in,False,112094244144,Conner HEISSE,swipe system,2019-03-19 09:08:02.717653
swiped in,False,112084327560,Kennth DORFLER,swipe system,2019-03-19 09:08:07.375335
swiped in,False,112094244032,Hailey COZZOLINO,swipe system,2019-03-19 09:07:28.034947
swiped in,False,112094514312,Chasity SHUTAK,swipe system,2019-03-19 09:09:15.656978
swiped in,False,112094579120,Idabelle HOCHHEISER,swipe system,2019-03-19 09:11:10.142459
swiped in,False,112094242856,Miracle YAKSICH,swipe system,2019-03-19 09:11:49.599999
swiped in,False,112084326832,Dereck YOCHIM,swipe system,2019-03-19 09:11:53.354905
swiped in,False,112096062768,Greta GOLDSTON,swipe system,2019-03-19 09:12:24.863720
swiped in,False,112094098600,Bryce SARDO,swipe system,2019-03-19 09:14:15.475832
swiped in,False,112069142064,Hazel DEFORE,swipe system,2019-03-19 09:16:06.117368
swiped in,False,112094170024,Phoenix SORVARI,swipe system,2019-03-19 09:16:11.487085
swiped in,False,112071122784,Falon DUELLO,swipe system,2019-03-19 09:17:03.184460
swiped in,False,112083405400,Kelton KRECKMAN,swipe system,2019-03-19 09:17:17.873765
swiped in,True,112096785744,Loriann CAMASTA,swipe system,2019-03-19 09:19:40.462502
swiped in,False,112098246496,Rigoberto RAEBER,swipe system,2019-03-19 09:20:15.053919
swiped in,False,112094783360,Bernard HOANG,swipe system,2019-03-19 09:20:36.778502
swiped in,False,112094579792,Cheri ALEKNA,swipe system,2019-03-19 09:21:00.031512
swiped in,False,112094097480,Edie BESHIRS,swipe system,2019-03-19 09:21:04.504181
swiped in,False,112096528144,Grecia STIFEL,swipe system,2019-03-19 09:23:17.192550
swiped in,False,112096062432,Tomeka MCQUAIG,swipe system,2019-03-19 09:24:37.609292
swiped in,False,112096138464,Maxwell TIBBETTS,swipe system,2019-03-19 09:24:56.148131
swiped in,False,112094785376,Crissy CHEPLICK,swipe system,2019-03-19 09:26:00.511902
swiped in,False,112097852048,Lish CANTATORE,swipe system,2019-03-19 09:26:47.647265
swiped in,False,112094578560,Gilman GARVIE,swipe system,2019-03-19 09:26:58.808308
swiped in,False,112094241736,Chalmers LUKAS,swipe system,2019-03-19 09:27:04.389057
swiped in,False,112083406072,Sharron SCHROM,swipe system,2019-03-19 09:27:08.854081
swiped in,False,112096139584,Lulla KIETZMAN,swipe system,2019-03-19 09:27:40.864776
